部件,关节归属,类型,材料,本轮新增或替换,制造信息,源清单,STEP,打印主文件,显示网格,网格SHA256,最近专用图册,备注
R10_HEAD_CM4carrier_C3,jaw_soft,PCB,,False,参考/器件外包络：按原器件BOM采购，不按外形体积制件或计重,work/r11-integration/electrical/R11_electrical_layout_current.json,,,work/r10-proportional/s2p1_electrical_reference/R10_HEAD_CM4carrier_C3.stl,ec395d58ee4d401c30cf74e01e8791f205921ffabc0effbd34a0115314b2d532,,
R10_HEAD_CM4carrier_C4,jaw_soft,PCB,,False,参考/器件外包络：按原器件BOM采购，不按外形体积制件或计重,work/r11-integration/electrical/R11_electrical_layout_current.json,,,work/r10-proportional/s2p1_electrical_reference/R10_HEAD_CM4carrier_C4.stl,06eb00c0303d27b53b8c81d524e6c13fec7792237906e2e4459a220e8546b6d8,,
R10_HEAD_CM4carrier_R2,jaw_soft,PCB,,False,参考/器件外包络：按原器件BOM采购，不按外形体积制件或计重,work/r11-integration/electrical/R11_electrical_layout_current.json,,,work/r10-proportional/s2p1_electrical_reference/R10_HEAD_CM4carrier_R2.stl,75394426d0341c9cd60926b8a5dc84da18a60a06b89ab5a036a31ff6f3d3f9a4,,
R10_HEAD_CM4carrier_R3,jaw_soft,PCB,,False,参考/器件外包络：按原器件BOM采购，不按外形体积制件或计重,work/r11-integration/electrical/R11_electrical_layout_current.json,,,work/r10-proportional/s2p1_electrical_reference/R10_HEAD_CM4carrier_R3.stl,5b9b71b88f9eb6034aeda9ccddfc9e1545b55ccd7e750744963393b38c174234,,
R10_HEAD_CM4carrier_R7,jaw_soft,PCB,,False,参考/器件外包络：按原器件BOM采购，不按外形体积制件或计重,work/r11-integration/electrical/R11_electrical_layout_current.json,,,work/r10-proportional/s2p1_electrical_reference/R10_HEAD_CM4carrier_R7.stl,fe659de02ef960e0dfad15b9d5026025e3aca2ecb7595fe63b08d4283eb52390,,
R10_HEAD_CM4carrier_R8,jaw_soft,PCB,,False,参考/器件外包络：按原器件BOM采购，不按外形体积制件或计重,work/r11-integration/electrical/R11_electrical_layout_current.json,,,work/r10-proportional/s2p1_electrical_reference/R10_HEAD_CM4carrier_R8.stl,b511d04cd620e8c867a6869fb2069b4fe63e05bd7a0891a1ffae4e63b4ecf572,,
R10_HEAD_CM4carrier_R4,jaw_soft,PCB,,False,参考/器件外包络：按原器件BOM采购，不按外形体积制件或计重,work/r11-integration/electrical/R11_electrical_layout_current.json,,,work/r10-proportional/s2p1_electrical_reference/R10_HEAD_CM4carrier_R4.stl,ccf7a48052c3220b054b202e8492938208eeea5e63b1a06d7df5f863cd4929a3,,
R10_HEAD_CM4carrier_R5,jaw_soft,PCB,,False,参考/器件外包络：按原器件BOM采购，不按外形体积制件或计重,work/r11-integration/electrical/R11_electrical_layout_current.json,,,work/r10-proportional/s2p1_electrical_reference/R10_HEAD_CM4carrier_R5.stl,b78f42b6347f0a00ed88029057213a9e7b607adb3827f5d0654eaf7ae75a75b1,,
R10_HEAD_CM4carrier_R6,jaw_soft,PCB,,False,参考/器件外包络：按原器件BOM采购，不按外形体积制件或计重,work/r11-integration/electrical/R11_electrical_layout_current.json,,,work/r10-proportional/s2p1_electrical_reference/R10_HEAD_CM4carrier_R6.stl,523bc97ddf00734ba9b161df6b8dd695f64e2ccc9da25feca560d099b995bd6d,,
R10_HEAD_CM4carrier_F1,jaw_soft,PCB,,False,参考/器件外包络：按原器件BOM采购，不按外形体积制件或计重,work/r11-integration/electrical/R11_electrical_layout_current.json,,,work/r10-proportional/s2p1_electrical_reference/R10_HEAD_CM4carrier_F1.stl,191a3c6e927502867cd892f57c9002fd9f14bd2ed84d45739dfdd624606daf70,,
R10_HEAD_CM4carrier_F2,jaw_soft,PCB,,False,参考/器件外包络：按原器件BOM采购，不按外形体积制件或计重,work/r11-integration/electrical/R11_electrical_layout_current.json,,,work/r10-proportional/s2p1_electrical_reference/R10_HEAD_CM4carrier_F2.stl,082258f25204aeb6e636898c67baf2561a365444a995092a054b3bddd4468e2f,,
R10_HEAD_CM4carrier_F3,jaw_soft,PCB,,False,参考/器件外包络：按原器件BOM采购，不按外形体积制件或计重,work/r11-integration/electrical/R11_electrical_layout_current.json,,,work/r10-proportional/s2p1_electrical_reference/R10_HEAD_CM4carrier_F3.stl,dac0fcddbf2bc45381513da32a6c216056ad63ada51a20b0bcb1addb49451c7d,,
R10_HEAD_CM4carrier_F4,jaw_soft,PCB,,False,参考/器件外包络：按原器件BOM采购，不按外形体积制件或计重,work/r11-integration/electrical/R11_electrical_layout_current.json,,,work/r10-proportional/s2p1_electrical_reference/R10_HEAD_CM4carrier_F4.stl,28186a85bdc8568d1d65afb1dfecf9fc038fe79fc14d303eb8cab0de4307b241,,
R13_VIEW_CM4carrier_U2,jaw_soft,component_package_envelope,,False,参考/器件外包络：按原器件BOM采购，不按外形体积制件或计重,work/r13-viewer/pcb/carrier_geometry_patch/manifest.json,,,work/r13-viewer/pcb/carrier_geometry_patch/R13_VIEW_CM4carrier_U2.stl,8ef3a4a01f9be6bb19b51274dab33ace596a28985be610f5282a31f70ea6bb76,,
R13_VIEW_CM4carrier_U3,jaw_soft,component_package_envelope,,False,参考/器件外包络：按原器件BOM采购，不按外形体积制件或计重,work/r13-viewer/pcb/carrier_geometry_patch/manifest.json,,,work/r13-viewer/pcb/carrier_geometry_patch/R13_VIEW_CM4carrier_U3.stl,1a661e202c152b895225b54f2394b1e23177371eb43780306f35fed73d574d06,,
R10_HEAD_CM4carrier_U4,jaw_soft,PCB,,False,参考/器件外包络：按原器件BOM采购，不按外形体积制件或计重,work/r11-integration/electrical/R11_electrical_layout_current.json,,,work/r10-proportional/s2p1_electrical_reference/R10_HEAD_CM4carrier_U4.stl,9985d11aecc8ad4e23207d1a38349f58223c1856c9f2df288697b5d1bb5a2030,,
R10_HEAD_CM4carrier_J1_PLUG,jaw_soft,PCB,,False,参考/器件外包络：按原器件BOM采购，不按外形体积制件或计重,work/r11-integration/electrical/R11_electrical_layout_current.json,,,work/r10-proportional/s2p1_electrical_reference/R10_HEAD_CM4carrier_J1_PLUG.stl,2c138097cf69a7e0447ac81eea304e011723cc7df6a110ecb3398f8b88265f80,,
R10_HEAD_CM4carrier_J2_PLUG,jaw_soft,PCB,,False,参考/器件外包络：按原器件BOM采购，不按外形体积制件或计重,work/r11-integration/electrical/R11_electrical_layout_current.json,,,work/r10-proportional/s2p1_electrical_reference/R10_HEAD_CM4carrier_J2_PLUG.stl,cc5f70768bafb6b6a319754caa7f6d0e7d7178937d430516fd8b29c994efb470,,
R10_HEAD_CM4carrier_J3_PLUG,jaw_soft,PCB,,False,参考/器件外包络：按原器件BOM采购，不按外形体积制件或计重,work/r11-integration/electrical/R11_electrical_layout_current.json,,,work/r10-proportional/s2p1_electrical_reference/R10_HEAD_CM4carrier_J3_PLUG.stl,2b0077701b0863c9b20f550e0cd938f99cd9bd0ea42b44a937dc4a1dc4932d14,,
R10_HEAD_CM4carrier_J4_PLUG,jaw_soft,PCB,,False,参考/器件外包络：按原器件BOM采购，不按外形体积制件或计重,work/r11-integration/electrical/R11_electrical_layout_current.json,,,work/r10-proportional/s2p1_electrical_reference/R10_HEAD_CM4carrier_J4_PLUG.stl,9bdba65d116581ac0b9237b9c1bfa0744cbeec8888f99957ad84f0cbd2faaa0a,,
R10_HEAD_CM4carrier_J5_PLUG,jaw_soft,PCB,,False,参考/器件外包络：按原器件BOM采购，不按外形体积制件或计重,work/r11-integration/electrical/R11_electrical_layout_current.json,,,work/r10-proportional/s2p1_electrical_reference/R10_HEAD_CM4carrier_J5_PLUG.stl,ac1ba48e657c7f25b07ea7665623dc91a87952dcd8409bacab280b59ca0475cd,,
R10_HEAD_CM4carrier_J6_PLUG,jaw_soft,PCB,,False,参考/器件外包络：按原器件BOM采购，不按外形体积制件或计重,work/r11-integration/electrical/R11_electrical_layout_current.json,,,work/r10-proportional/s2p1_electrical_reference/R10_HEAD_CM4carrier_J6_PLUG.stl,d6453163a62d5dd5dd415b02109c665ec68dfffa7002c59b40a35964ce37b62f,,
R10_HEAD_CM4carrier_J7_PLUG,jaw_soft,PCB,,False,参考/器件外包络：按原器件BOM采购，不按外形体积制件或计重,work/r11-integration/electrical/R11_electrical_layout_current.json,,,work/r10-proportional/s2p1_electrical_reference/R10_HEAD_CM4carrier_J7_PLUG.stl,26e79a110cb130ce56bafb1ebc533867d8e09f1092af4e4bcdbffe202739e466,,
R10_HEAD_CM4carrier_J8_PLUG,jaw_soft,PCB,,False,参考/器件外包络：按原器件BOM采购，不按外形体积制件或计重,work/r11-integration/electrical/R11_electrical_layout_current.json,,,work/r10-proportional/s2p1_electrical_reference/R10_HEAD_CM4carrier_J8_PLUG.stl,f089f3ea03da61b55c4f1c5466a813b498b3d63d31d12da4aefab303bea00cf9,,
R10_HEAD_R8_CM4_6061_finned_heatsink,jaw_soft,cooling_or_core_spacer,,False,参考/器件外包络：按原器件BOM采购，不按外形体积制件或计重,work/r11-integration/electrical/R11_electrical_layout_current.json,,,work/r10-proportional/s2p1_electrical_reference/R10_HEAD_R8_CM4_6061_finned_heatsink.stl,22cdc43465734ecc751245c040e655955ab098e81e210154396f0fadc6fdcdc9,,
R10_HEAD_REFERENCE_SUNON_MF30060V2_1000U_A99,jaw_soft,cooling_or_core_spacer,,False,参考/器件外包络：按原器件BOM采购，不按外形体积制件或计重,work/r11-integration/electrical/R11_electrical_layout_current.json,,,work/r10-proportional/s2p1_electrical_reference/R10_HEAD_REFERENCE_SUNON_MF30060V2_1000U_A99.stl,5b2221e25fd26a6ffa18b3b1238c8f0c2ea9c0849ae35e5b7526591c548c220b,,
R10_HEAD_R8_CM4_PEEK_front_4mm_1,jaw_soft,cooling_or_core_spacer,,False,参考/器件外包络：按原器件BOM采购，不按外形体积制件或计重,work/r11-integration/electrical/R11_electrical_layout_current.json,,,work/r10-proportional/s2p1_electrical_reference/R10_HEAD_R8_CM4_PEEK_front_4mm_1.stl,07094050103302c4bd602e58b79d85d98226e4a896f9ae8d3c67c6e2b6504cb5,,
R10_HEAD_R8_CM4_PEEK_front_4mm_2,jaw_soft,cooling_or_core_spacer,,False,参考/器件外包络：按原器件BOM采购，不按外形体积制件或计重,work/r11-integration/electrical/R11_electrical_layout_current.json,,,work/r10-proportional/s2p1_electrical_reference/R10_HEAD_R8_CM4_PEEK_front_4mm_2.stl,9ba62ebd3a3ac40ec4ea4a5691a4e12a85e3eacfe9bc36f0d4603e3a3a42a3d6,,
R10_HEAD_R8_CM4_PEEK_front_4mm_3,jaw_soft,cooling_or_core_spacer,,False,参考/器件外包络：按原器件BOM采购，不按外形体积制件或计重,work/r11-integration/electrical/R11_electrical_layout_current.json,,,work/r10-proportional/s2p1_electrical_reference/R10_HEAD_R8_CM4_PEEK_front_4mm_3.stl,5ecdad3283a209c0ac26a8400f1afc174a1ae02ac2cce900b5ae7dc2e09ccd54,,
R10_HEAD_R8_CM4_PEEK_front_4mm_4,jaw_soft,cooling_or_core_spacer,,False,参考/器件外包络：按原器件BOM采购，不按外形体积制件或计重,work/r11-integration/electrical/R11_electrical_layout_current.json,,,work/r10-proportional/s2p1_electrical_reference/R10_HEAD_R8_CM4_PEEK_front_4mm_4.stl,36c912afe001cdaff7023c13ee40722e0c79e5e81ab634bdf6517c4ce74ff0aa,,
R10_HEAD_R8_CM4_PEEK_B2B_1p50mm_1,jaw_soft,cooling_or_core_spacer,,False,参考/器件外包络：按原器件BOM采购，不按外形体积制件或计重,work/r11-integration/electrical/R11_electrical_layout_current.json,,,work/r10-proportional/s2p1_electrical_reference/R10_HEAD_R8_CM4_PEEK_B2B_1p50mm_1.stl,601bdbfd79f5ec289b055126ef5a3e49a589a9f75b77e35abf04e8ec50901803,,
R10_HEAD_R8_CM4_PEEK_B2B_1p50mm_2,jaw_soft,cooling_or_core_spacer,,False,参考/器件外包络：按原器件BOM采购，不按外形体积制件或计重,work/r11-integration/electrical/R11_electrical_layout_current.json,,,work/r10-proportional/s2p1_electrical_reference/R10_HEAD_R8_CM4_PEEK_B2B_1p50mm_2.stl,053177f9e408ec4e5eb94393b2ec7ffd3e5ded834e359c935108b2236e3d3463,,
R10_HEAD_R8_CM4_PEEK_B2B_1p50mm_3,jaw_soft,cooling_or_core_spacer,,False,参考/器件外包络：按原器件BOM采购，不按外形体积制件或计重,work/r11-integration/electrical/R11_electrical_layout_current.json,,,work/r10-proportional/s2p1_electrical_reference/R10_HEAD_R8_CM4_PEEK_B2B_1p50mm_3.stl,793131ef0ac2469862fdb5eee7c65005f819babdd79f7dcc03f5b94a3c92e921,,
R10_HEAD_R8_CM4_PEEK_B2B_1p50mm_4,jaw_soft,cooling_or_core_spacer,,False,参考/器件外包络：按原器件BOM采购，不按外形体积制件或计重,work/r11-integration/electrical/R11_electrical_layout_current.json,,,work/r10-proportional/s2p1_electrical_reference/R10_HEAD_R8_CM4_PEEK_B2B_1p50mm_4.stl,81cfed1557093e5b4c41dffe6c2ad18e2a5c337f00a54396571090ed17080057,,
R10_HEAD_CM4_VENDOR_MAX_ENVELOPE,jaw_soft,vendor_conservative_envelope,,False,参考/器件外包络：按原器件BOM采购，不按外形体积制件或计重,work/r11-integration/electrical/R11_electrical_layout_current.json,,,work/r10-proportional/s2p1_electrical_reference/R10_HEAD_CM4_VENDOR_MAX_ENVELOPE.stl,17be2914f1cf012d369b1919e2153f246490d2509fd2f040b08c501f692194e3,,
R17_Battery_front_cradle_relocated_limiter_bosses,trunk_base,actual_SLS_part,EOS PA2200 PA12 SLS,False,按本件源CAD与材料/工艺合同评审,work/r17-module-mount/candidate/manifest.json,work/r17-module-mount/cradle/candidate_v3/STEP_毫米/R17_Battery_front_cradle_relocated_limiter_bosses.step,,work/r17-module-mount/cradle/candidate_v3/STL_装配坐标_毫米/R17_Battery_front_cradle_relocated_limiter_bosses.stl,f9a50f3e27bd8400139f5d0e0b17c31520832b3f3ae46053f7f2fef88d02b0d4,,
R11_CM4_rear_cradle_and_diagonal_arms,jaw_soft,,6061-T6 CNC,False,按本件源CAD与材料/工艺合同评审,work/r11-integration/electrical/R11_electrical_layout_current.json,work/r11-integration/electrical/cm4_mount/STEP_毫米/R11_CM4_rear_cradle_and_diagonal_arms.step,,work/r11-integration/electrical/cm4_mount/STL_装配坐标_毫米/R11_CM4_rear_cradle_and_diagonal_arms.stl,6119dbd8132cefbde7a7cfaecf611aa3b7d60be3df37cee33ced64186539fbbe,,
R11_CM4_rear_PEEK_5mm_2,jaw_soft,,PEEK machined spacer,False,按本件源CAD与材料/工艺合同评审,work/r11-integration/electrical/R11_electrical_layout_current.json,work/r11-integration/electrical/cm4_mount/STEP_毫米/R11_CM4_rear_PEEK_5mm_2.step,,work/r11-integration/electrical/cm4_mount/STL_装配坐标_毫米/R11_CM4_rear_PEEK_5mm_2.stl,207ad24126e71f8f085dba2ba7a7cd98444ef39f5a8d94793e2d8097b42ee19f,,
R11_CM4_rear_PEEK_5mm_4,jaw_soft,,PEEK machined spacer,False,按本件源CAD与材料/工艺合同评审,work/r11-integration/electrical/R11_electrical_layout_current.json,work/r11-integration/electrical/cm4_mount/STEP_毫米/R11_CM4_rear_PEEK_5mm_4.step,,work/r11-integration/electrical/cm4_mount/STL_装配坐标_毫米/R11_CM4_rear_PEEK_5mm_4.stl,229197e50c1977eba0e1adbb2ff5ee314fa961ca060f85900927a222a5701ac1,,
R11_RH_window_gasket_installed,trunk_base,,Silicone sheet die-cut; free0.30 installed0.20mm,False,按本件源CAD与材料/工艺合同评审,work/r11-integration/electrical/R11_electrical_layout_current.json,work/r11-integration/electrical/rh_shell_interface/STEP_毫米/R11_RH_window_gasket_installed.step,,work/r11-integration/electrical/rh_shell_interface/STL_装配坐标_毫米/R11_RH_window_gasket_installed.stl,586dd6695ac1361d42df6868556870e100772ad5efeb408da556ed307c2d50a0,,
R11_RH_M2p5_PEEK_sleeve_1,trunk_base,,PEEK machined spacer,False,按本件源CAD与材料/工艺合同评审,work/r11-integration/electrical/R11_electrical_layout_current.json,work/r11-integration/electrical/rh_shell_interface/STEP_毫米/R11_RH_M2p5_PEEK_sleeve_1.step,,work/r11-integration/electrical/rh_shell_interface/STL_装配坐标_毫米/R11_RH_M2p5_PEEK_sleeve_1.stl,32b69e77bc141dbb875db96efb5b7e83885017832d685b0dff12f558277097f0,,
REFERENCE_RH_DIN934_M2p5_nut_1,trunk_base,,Steel DIN934 purchased nut; external envelope,False,参考/器件外包络：按原器件BOM采购，不按外形体积制件或计重,work/r11-integration/electrical/R11_electrical_layout_current.json,work/r11-integration/electrical/rh_shell_interface/STEP_毫米/REFERENCE_RH_DIN934_M2p5_nut_1.step,,work/r11-integration/electrical/rh_shell_interface/STL_装配坐标_毫米/REFERENCE_RH_DIN934_M2p5_nut_1.stl,ac53c9684518b30cc9cd61e16b7b3df7a11562b153a88eedabe05f1cbcd087a4,,
REFERENCE_RH_M2p5x8_csk_MAX_1,trunk_base,,A2 purchased screw; maximum seating envelope,False,参考/器件外包络：按原器件BOM采购，不按外形体积制件或计重,work/r11-integration/electrical/R11_electrical_layout_current.json,work/r11-integration/electrical/rh_shell_interface/STEP_毫米/REFERENCE_RH_M2p5x8_csk_MAX_1.step,,work/r11-integration/electrical/rh_shell_interface/STL_装配坐标_毫米/REFERENCE_RH_M2p5x8_csk_MAX_1.stl,8697ec964cef9194a1fcdb997a739cb6576dac59c51799544bd5001b7283d95d,,
R11_RH_M2p5_PEEK_sleeve_2,trunk_base,,PEEK machined spacer,False,按本件源CAD与材料/工艺合同评审,work/r11-integration/electrical/R11_electrical_layout_current.json,work/r11-integration/electrical/rh_shell_interface/STEP_毫米/R11_RH_M2p5_PEEK_sleeve_2.step,,work/r11-integration/electrical/rh_shell_interface/STL_装配坐标_毫米/R11_RH_M2p5_PEEK_sleeve_2.stl,880498c76f3ab34285835a76c6efd6bf2d24e3bc9ddb69bee9d4cf99dd209f3f,,
REFERENCE_RH_DIN934_M2p5_nut_2,trunk_base,,Steel DIN934 purchased nut; external envelope,False,参考/器件外包络：按原器件BOM采购，不按外形体积制件或计重,work/r11-integration/electrical/R11_electrical_layout_current.json,work/r11-integration/electrical/rh_shell_interface/STEP_毫米/REFERENCE_RH_DIN934_M2p5_nut_2.step,,work/r11-integration/electrical/rh_shell_interface/STL_装配坐标_毫米/REFERENCE_RH_DIN934_M2p5_nut_2.stl,d135844db667c132f028d020e339d293bbb15ebfc432fa736a9c2eaa6ff9e7f4,,
REFERENCE_RH_M2p5x8_csk_MAX_2,trunk_base,,A2 purchased screw; maximum seating envelope,False,参考/器件外包络：按原器件BOM采购，不按外形体积制件或计重,work/r11-integration/electrical/R11_electrical_layout_current.json,work/r11-integration/electrical/rh_shell_interface/STEP_毫米/REFERENCE_RH_M2p5x8_csk_MAX_2.step,,work/r11-integration/electrical/rh_shell_interface/STL_装配坐标_毫米/REFERENCE_RH_M2p5x8_csk_MAX_2.stl,d637eb17179511545cf8ff2c47dd510553bb52b3e8e70ba9ece13e33773dfe0e,,
R11_RH_M2p5_PEEK_sleeve_3,trunk_base,,PEEK machined spacer,False,按本件源CAD与材料/工艺合同评审,work/r11-integration/electrical/R11_electrical_layout_current.json,work/r11-integration/electrical/rh_shell_interface/STEP_毫米/R11_RH_M2p5_PEEK_sleeve_3.step,,work/r11-integration/electrical/rh_shell_interface/STL_装配坐标_毫米/R11_RH_M2p5_PEEK_sleeve_3.stl,9b9440c5472f08e7c17a1bea271f1b954e5f9e2f4cef03d37c20794109780b95,,
REFERENCE_RH_DIN934_M2p5_nut_3,trunk_base,,Steel DIN934 purchased nut; external envelope,False,参考/器件外包络：按原器件BOM采购，不按外形体积制件或计重,work/r11-integration/electrical/R11_electrical_layout_current.json,work/r11-integration/electrical/rh_shell_interface/STEP_毫米/REFERENCE_RH_DIN934_M2p5_nut_3.step,,work/r11-integration/electrical/rh_shell_interface/STL_装配坐标_毫米/REFERENCE_RH_DIN934_M2p5_nut_3.stl,c8102ed8c94cefcbbe42555b054d0ef1affd0efc0fe4406ce7e96036326b78d4,,
REFERENCE_RH_M2p5x8_csk_MAX_3,trunk_base,,A2 purchased screw; maximum seating envelope,False,参考/器件外包络：按原器件BOM采购，不按外形体积制件或计重,work/r11-integration/electrical/R11_electrical_layout_current.json,work/r11-integration/electrical/rh_shell_interface/STEP_毫米/REFERENCE_RH_M2p5x8_csk_MAX_3.step,,work/r11-integration/electrical/rh_shell_interface/STL_装配坐标_毫米/REFERENCE_RH_M2p5x8_csk_MAX_3.stl,6a7ddae9274a57e11e9736ffa89854c030c4f3b34033232476fc12d90cadf868,,
R11_RH_M2p5_PEEK_sleeve_4,trunk_base,,PEEK machined spacer,False,按本件源CAD与材料/工艺合同评审,work/r11-integration/electrical/R11_electrical_layout_current.json,work/r11-integration/electrical/rh_shell_interface/STEP_毫米/R11_RH_M2p5_PEEK_sleeve_4.step,,work/r11-integration/electrical/rh_shell_interface/STL_装配坐标_毫米/R11_RH_M2p5_PEEK_sleeve_4.stl,9fc8436f308849594e91972c8ab9a05cb397345db5d6bf57a181010398c2ca6d,,
REFERENCE_RH_DIN934_M2p5_nut_4,trunk_base,,Steel DIN934 purchased nut; external envelope,False,参考/器件外包络：按原器件BOM采购，不按外形体积制件或计重,work/r11-integration/electrical/R11_electrical_layout_current.json,work/r11-integration/electrical/rh_shell_interface/STEP_毫米/REFERENCE_RH_DIN934_M2p5_nut_4.step,,work/r11-integration/electrical/rh_shell_interface/STL_装配坐标_毫米/REFERENCE_RH_DIN934_M2p5_nut_4.stl,f383e54aa739a9c1121567cf7058dd353c23f477376fc6bc5766e21d8ae96913,,
REFERENCE_RH_M2p5x8_csk_MAX_4,trunk_base,,A2 purchased screw; maximum seating envelope,False,参考/器件外包络：按原器件BOM采购，不按外形体积制件或计重,work/r11-integration/electrical/R11_electrical_layout_current.json,work/r11-integration/electrical/rh_shell_interface/STEP_毫米/REFERENCE_RH_M2p5x8_csk_MAX_4.step,,work/r11-integration/electrical/rh_shell_interface/STL_装配坐标_毫米/REFERENCE_RH_M2p5x8_csk_MAX_4.stl,6dfa0eb7997a55ccf9e70cc49ff3c77b5e83f6de79c306eb53a466ed4bfeb313,,
R11_W1_bare_D1p397,trunk_base,,TE AWG16 barestrand formed envelope,False,参考/器件外包络：按原器件BOM采购，不按外形体积制件或计重,work/r11-integration/electrical/R11_electrical_layout_current.json,work/r11-integration/electrical/source_wire/STEP_毫米/R11_W1_bare_D1p397.step,,work/r11-integration/electrical/source_wire/STL_装配坐标_毫米/R11_W1_bare_D1p397.stl,598ec0bca335c34e55c2fcea288beb7421095e2d305a642a9c46811d9b9eb431,,
R11_C4_FU1_insulated_D1p397,trunk_base,,TE55A0111-16-2 + separate protective sleeve envelope OD<=2.4,False,参考/器件外包络：按原器件BOM采购，不按外形体积制件或计重,work/r11-integration/electrical/R11_electrical_layout_current.json,work/r11-integration/electrical/source_wire/STEP_毫米/R11_C4_FU1_insulated_D1p397.step,,work/r11-integration/electrical/source_wire/STL_装配坐标_毫米/R11_C4_FU1_insulated_D1p397.stl,dbfa17b99533b8d2d6c7bded8c172c713328fe02b87abd7313244881000d4190,,
REFERENCE_R11_MainFuse_assembled_envelopes,trunk_base,assembled_electrical_reference,Existing routed PCB + labelled maximumcomponent envelopes,False,参考/器件外包络：按原器件BOM采购，不按外形体积制件或计重,work/r11-integration/electrical/R11_electrical_layout_current.json,work/r11-integration/electrical/selected_board_references/STEP_毫米/REFERENCE_R11_MainFuse_assembled_envelopes.step,,work/r11-integration/electrical/selected_board_references/STL_装配坐标_毫米/REFERENCE_R11_MainFuse_assembled_envelopes.stl,6874b0a694be765fd63eac116d2ce565df9c38c114c09e8ab1640533c0bf1394,,
REFERENCE_R11_BMS_60x60x5,trunk_base,vendor_maximum_envelope,PCM-L04S30-566 Li-ion manufacturer maximum body,False,参考/器件外包络：按原器件BOM采购，不按外形体积制件或计重,work/r11-integration/electrical/R11_electrical_layout_current.json,work/r11-integration/electrical/selected_board_references/STEP_毫米/REFERENCE_R11_BMS_60x60x5.step,,work/r11-integration/electrical/selected_board_references/STL_装配坐标_毫米/REFERENCE_R11_BMS_60x60x5.stl,2ac369e42a4c5db4459b34191a5e33712377fc5b841123a1a68c3428e8121037,,
R13p2_service_front_right_M3x14_screw,trunk_base,nominal_purchase_fastener,A2 stainless nominal purchase reference,False,参考/器件外包络：按原器件BOM采购，不按外形体积制件或计重,work/r15-clearance/candidate/manifest.json,work/r15-clearance/fasteners/STEP_毫米/R13p2_service_front_right_M3x14_screw.step,,work/r15-clearance/fasteners/STL_装配坐标_毫米/R13p2_service_front_right_M3x14_screw.stl,2889d3d5beccc78a69d4f4513bffb2a4ff454d150d8425931594265648dd2956,,
R13p2_service_front_right_M3_washer,trunk_base,nominal_purchase_fastener,A2 stainless nominal purchase reference,False,参考/器件外包络：按原器件BOM采购，不按外形体积制件或计重,work/r15-clearance/candidate/manifest.json,work/r15-clearance/fasteners/STEP_毫米/R13p2_service_front_right_M3_washer.step,,work/r15-clearance/fasteners/STL_装配坐标_毫米/R13p2_service_front_right_M3_washer.stl,99334e39d400352888a080c9414c55690c8a64750d6cffc954438620a9d48418,,
R13p2_service_front_right_M3_nut,trunk_base,nominal_purchase_fastener,A2 stainless nominal purchase reference,False,参考/器件外包络：按原器件BOM采购，不按外形体积制件或计重,work/r15-clearance/candidate/manifest.json,work/r15-clearance/fasteners/STEP_毫米/R13p2_service_front_right_M3_nut.step,,work/r15-clearance/fasteners/STL_装配坐标_毫米/R13p2_service_front_right_M3_nut.stl,e9a8289f764d892adc115ae50abf119b3e3939e041e37e36db54c9774ec46794,,
R13p2_service_front_right_compression_sleeve,trunk_base,CNC_compression_sleeve,304 stainless CNC sleeve,False,按本件源CAD与材料/工艺合同评审,work/r15-clearance/candidate/manifest.json,work/r15-clearance/fasteners/STEP_毫米/R13p2_service_front_right_compression_sleeve.step,,work/r15-clearance/fasteners/STL_装配坐标_毫米/R13p2_service_front_right_compression_sleeve.stl,55543f3b8dbb8d074803700902a5c4a5ebaca43b5cc111aadebbdcec5ce9fd5d,,
R13p2_service_front_left_M3x14_screw,trunk_base,nominal_purchase_fastener,A2 stainless nominal purchase reference,False,参考/器件外包络：按原器件BOM采购，不按外形体积制件或计重,work/r15-clearance/candidate/manifest.json,work/r15-clearance/fasteners/STEP_毫米/R13p2_service_front_left_M3x14_screw.step,,work/r15-clearance/fasteners/STL_装配坐标_毫米/R13p2_service_front_left_M3x14_screw.stl,662dba2fb2d0c479ab6e3e43dfb0b924f574055757e0c5e535d87b2defb08b25,,
R13p2_service_front_left_M3_washer,trunk_base,nominal_purchase_fastener,A2 stainless nominal purchase reference,False,参考/器件外包络：按原器件BOM采购，不按外形体积制件或计重,work/r15-clearance/candidate/manifest.json,work/r15-clearance/fasteners/STEP_毫米/R13p2_service_front_left_M3_washer.step,,work/r15-clearance/fasteners/STL_装配坐标_毫米/R13p2_service_front_left_M3_washer.stl,fb304ee46a53c8b786d4bae4e22bc85d4e8cda72cd2c79316579be77dd7446a3,,
R13p2_service_front_left_M3_nut,trunk_base,nominal_purchase_fastener,A2 stainless nominal purchase reference,False,参考/器件外包络：按原器件BOM采购，不按外形体积制件或计重,work/r15-clearance/candidate/manifest.json,work/r15-clearance/fasteners/STEP_毫米/R13p2_service_front_left_M3_nut.step,,work/r15-clearance/fasteners/STL_装配坐标_毫米/R13p2_service_front_left_M3_nut.stl,c25be534004691243edfe28fd6d3a2f8d9f5f8d9634582c815ec0bcb39ecba9c,,
